Team Name,LastName,FirstName,IP,ER,Hits,Walks,Strikeouts,Homeruns,Hold,Wins,Loss,Saves,Starter,Relief,Throws,ChB,ChL,ChR,ERA,WHIP,Starts,Games,Completed Games,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,Wild Pitch,Balk,Fielding,ErrorRating,Bunting
San Francisco Giants,Bolin,Bobby,18.00,9,28,6,16,0,5,1,1,0,2,2,R,22.75,0.00,0.00,4.50,17.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Marichal,Juan,18.00,1,11,1,14,0,5,2,0,0,2,0,R,13.00,0.00,0.00,0.50,6.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Shaw,Bob,18.00,6,28,4,9,0,5,1,1,0,1,1,R,21.50,0.00,0.00,3.00,16.00,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Spahn,Warren,9.00,4,9,1,6,1,5,1,0,0,1,1,R,32.00,0.00,0.00,4.00,10.00,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Perry,Gaylord,1.00,4,6,0,1,1,5,0,1,0,2,2,R,28.80,0.00,0.00,22.50,33.75,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Herbel,Ron,21.00,6,19,1,17,2,5,0,2,0,1,1,R,28.25,0.00,0.00,2.54,8.45,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Linzy,Frank,7.00,5,10,1,1,1,5,0,0,0,0,3,R,24.25,0.00,0.00,6.16,13.56,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
San Francisco Giants,Murakami,Masanori,0.00,0,0,0,0,0,5,0,0,0,0,1,R,17.15,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,E
