Team Name,LastName,FirstName,IP,ER,Hits,Walks,Strikeouts,Homeruns,Hold,Wins,Loss,Saves,Starter,Relief,Throws,ChB,ChL,ChR,ERA,WHIP,Starts,Games,Completed Games,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,Wild Pitch,Balk,Fielding,ErrorRating,Bunting
Seaota,Aguilera,Rick,2.00,2,2,2,3,1,0,0,1,0,0,1,R,25.70,18.55,30.35,6.92,13.85,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Trombley,Mike,3.00,2,4,2,2,0,1,0,0,0,0,2,R,25.00,14.90,29.85,6.00,18.00,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Spoljaric,Paul,6.00,7,7,4,3,0,-1,0,0,0,0,2,L,27.75,26.00,27.90,10.50,16.50,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Guardaro,Eddie,1.00,3,6,0,0,0,5,0,1,0,0,1,L,24.65,24.20,25.25,20.77,41.54,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Rodriguez,Frank,1.00,0,0,0,0,0,-3,0,0,1,5,4,R,30.50,36.55,25.10,0.00,0.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Ayala,Bobby,2.00,2,6,3,3,1,0,0,0,2,0,2,R,31.00,37.80,24.25,7.83,35.22,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Swindell,Greg,3.00,3,4,0,1,2,-4,1,0,0,0,3,L,17.75,9.55,24.15,7.50,10.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Timlin,Mike,3.00,2,8,1,5,0,-1,0,0,0,0,2,R,23.25,24.30,21.70,5.00,22.50,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Naulty,Dan,1.00,0,1,0,0,0,-2,0,0,0,0,2,R,26.00,34.30,21.50,0.00,9.00,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Fassero,Jeff,29.00,22,36,16,22,8,-1,0,3,0,7,0,L,21.30,27.90,26.40,6.83,16.14,3,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,D
Seaota,Cloude,Ken,23.00,10,24,11,25,2,-3,1,2,0,6,3,R,25.00,28.40,23.75,3.86,13.52,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Hawkins,LaTroy,17.00,20,30,7,8,1,-3,2,1,0,5,0,R,36.10,49.00,22.45,10.23,18.92,3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Moyer,Jamie,19.00,16,22,6,13,6,2,1,0,0,6,0,L,23.40,37.75,18.50,7.35,12.86,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Johnson,Randy,23.00,16,27,18,33,5,0,1,2,0,7,0,L,16.75,9.60,16.75,6.18,17.38,3,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,C
Seaota,Radke,Brad,25.00,20,28,7,21,6,-1,1,1,0,7,0,R,21.70,28.20,13.80,7.11,12.45,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,B
